"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
3.09008987014155e-133,0.474852708305262,0.564,0.27,7.51942469000245e-129,"9","NUCB2"
3.22582580501381e-133,0.515256484639388,0.622,0.323,7.84972451392061e-129,"9","SAT2"
6.48519321870408e-133,0.290742800356574,0.284,0.092,1.57810691783945e-128,"9","VEGFB"
1.34005691498675e-132,0.293359418719287,0.326,0.111,3.26089449692875e-128,"9","HDAC7"
2.82147704918718e-132,0.570625117402403,0.676,0.408,6.86578225149207e-128,"9","YIF1A"
2.45768286455856e-131,0.503124534089002,0.858,0.611,5.9805254826168e-127,"9","SEC11A"
5.98199370424606e-131,0.482987617382522,0.538,0.254,1.45565834799124e-126,"9","AFF4"
6.12722741845956e-131,0.411529105360895,0.537,0.241,1.49099952000795e-126,"9","TGFB1"
6.93568610820276e-131,0.299875341886738,0.314,0.108,1.68772985757006e-126,"9","SPIN1"
1.12856793828436e-130,0.348736258455028,0.382,0.147,2.74625722102117e-126,"9","NCOR2"
1.27694823554858e-130,0.296277787676713,0.347,0.125,3.10732583638392e-126,"9","COPS7A"
1.39594586424644e-130,0.517723295527951,0.707,0.419,3.39689466605728e-126,"9","SEPT2"
1.42870494295759e-130,0.332119075196265,0.394,0.153,3.47661060819301e-126,"9","ARFRP1"
7.73956007399294e-129,0.565638367723731,0.652,0.375,1.88334454840544e-124,"9","SAR1A"
1.90016024887334e-128,0.457761564062932,0.478,0.213,4.6238499496084e-124,"9","RAB32"
3.52810746773396e-128,0.29662528560119,0.306,0.106,8.58529671198382e-124,"9","CDC42BPA"
3.80933704109715e-128,0.528671829033629,0.974,0.907,9.26964075580579e-124,"9","CALR"
3.21029752589646e-127,0.274312703753068,0.264,0.083,7.81193799951645e-123,"9","C1orf198"
3.52129204025742e-127,0.322188163774287,0.33,0.118,8.56871205076241e-123,"9","YAP1"
3.52197422579332e-127,0.447624149565506,0.495,0.225,8.57037208104547e-123,"9","GOLIM4"
4.31460344945655e-127,0.374161082093688,0.41,0.168,1.04991560339076e-122,"9","SWI5"
4.3695472352195e-127,0.460898461091655,0.598,0.307,1.06328562421831e-122,"9","UBE2E3"
5.03319064809595e-127,0.462753468177418,0.557,0.272,1.22477661230767e-122,"9","BTG3"
6.10201109502576e-127,0.347481932535573,0.295,0.098,1.48486337986357e-122,"9","NFATC1"
9.84025690613376e-127,0.414048190483201,0.508,0.232,2.39452811553859e-122,"9","ARL2BP"
1.04517321680352e-126,0.313048537056071,0.33,0.118,2.54332450576967e-122,"9","MAN1A1"
1.40552239152816e-126,0.518379823039528,0.836,0.586,3.42019818754463e-122,"9","TMEM14C"
1.52551278401621e-126,0.83307392861228,0.644,0.375,3.71218280862505e-122,"9","TNFRSF12A"
2.27269035442856e-126,0.581229755017983,0.37,0.15,5.53036470846645e-122,"9","FBXO32"
7.8435796015964e-126,0.434121298093219,0.954,0.811,1.90865666025247e-121,"9","BRK1"
9.46050492458781e-126,0.339456497857926,0.425,0.174,2.3021192683492e-121,"9","FLYWCH2"
2.5526841820933e-125,0.276260748842335,0.276,0.089,6.21170168870584e-121,"9","BAG2"
8.84581942218768e-125,0.305454536384407,0.307,0.107,2.15254169819515e-120,"9","EXT2"
1.17677464950319e-124,0.264231440578513,0.286,0.094,2.86356343210107e-120,"9","CTD-2336O2.1"
3.50495153700234e-124,0.510118948493395,0.262,0.088,8.52894907014149e-120,"9","CA12"
4.20692871013054e-124,0.647785403554231,0.996,0.983,1.02371403232316e-119,"9","NEAT1"
5.37936564324981e-124,0.688634092933054,0.735,0.456,1.30901483562841e-119,"9","SERTAD1"
7.82518788171434e-124,0.464996493641205,0.567,0.289,1.90418121913637e-119,"9","CHID1"
9.74941508263286e-124,0.455124174570298,0.621,0.319,2.37242266620788e-119,"9","CDK4"
2.21672269014285e-123,0.435438872176293,0.571,0.284,5.3941729941936e-119,"9","BAD"
2.25701836308835e-123,0.473559337712621,0.605,0.314,5.49222848473919e-119,"9","PVRL2"
5.15331809901084e-123,0.340633727194233,0.344,0.13,1.2540084262133e-118,"9","PTGR1"
1.19390290023787e-122,0.396814689693054,0.499,0.226,2.90524331743883e-118,"9","MACF1"
2.4172068472205e-122,0.37017207036327,0.454,0.195,5.88203114202635e-118,"9","CHIC2"
6.08045373452913e-122,0.269915655182144,0.296,0.102,1.47961761176032e-117,"9","CHPF2"
7.91889752746348e-122,0.335260017974893,0.256,0.082,1.92698452433296e-117,"9","SNAI1"
9.11134994817137e-122,1.07816504877464,0.32,0.122,2.21715589638802e-117,"9","DMKN"
9.81270758122961e-122,0.273643867534168,0.302,0.103,2.38782426281641e-117,"9","PAPSS2"
1.31816469534805e-121,0.281922807840971,0.304,0.105,3.20762196965994e-117,"9","RECQL"
6.47629402446587e-121,0.319038190068506,0.347,0.131,1.57594138791352e-116,"9","ABI2"
1.1520443063585e-120,0.287092958229895,0.334,0.122,2.80338461509278e-116,"9","TOM1"
1.40432460783788e-120,0.424195682985488,0.382,0.153,3.4172835007127e-116,"9","BNIP3"
2.05141190169448e-119,0.438697720142775,0.543,0.267,4.99190572158334e-115,"9","GLG1"
3.62230435858465e-119,0.316526942859696,0.329,0.124,8.81451542617988e-115,"9","BCAR1"
9.69186267835458e-119,0.409924365751826,0.526,0.253,2.3584178641508e-114,"9","CUEDC2"
3.35652581536049e-118,0.558510893500591,0.576,0.306,8.16776991909821e-114,"9","CISD1"
3.49033961786324e-118,0.381570249626697,0.436,0.192,8.4933924261084e-114,"9","ZNF580"
3.54326161110008e-118,0.391107497886316,0.611,0.309,8.62217280445094e-114,"9","MGAT1"
3.56123829575765e-118,0.384466093093498,0.295,0.106,8.66591726889667e-114,"9","CLU"
5.57565548112361e-117,0.333032575988149,0.377,0.152,1.35678000477662e-112,"9","ZFYVE21"
6.63100098575065e-117,0.44782093571752,0.359,0.141,1.61358777987256e-112,"9","TNFAIP2"
1.3356175923059e-116,0.461126504464898,0.674,0.377,3.25009184911719e-112,"9","LINC01420"
3.89353761483703e-115,0.551946201953923,0.676,0.385,9.47453443194443e-111,"9","CTSC"
6.53343818050217e-115,0.255080882591212,0.254,0.083,1.5898468468434e-110,"9","ACO1"
1.96817773653811e-113,0.47408460663202,0.712,0.416,4.78936370409184e-109,"9","DUT"
3.62439114427643e-113,0.269169733194296,0.267,0.091,8.81959341048226e-109,"9","TRIO"
5.59423867105391e-113,0.274138217824535,0.291,0.103,1.36130203821426e-108,"9","MAP4K5"
2.6915047379981e-112,0.314125692632192,0.396,0.159,6.54950762944458e-108,"9","GLIPR2"
2.96177233057846e-112,0.307963090911807,0.291,0.106,7.20717678922963e-108,"9","ITPRIPL2"
6.17238264844564e-112,0.35162411553538,0.412,0.178,1.50198759367276e-107,"9","MYO1C"
6.50780648512045e-112,0.520266394618282,0.892,0.714,1.58360963008921e-107,"9","NDUFC2"
7.21495370419902e-112,0.398157553691703,0.491,0.234,1.75568683437979e-107,"9","AHCYL1"
3.44563791139615e-111,0.304931903805765,0.357,0.141,8.3846152935914e-107,"9","UROD"
3.91406471176554e-111,0.489525059980804,0.673,0.402,9.52448506961026e-107,"9","TMED3"
8.90525375884074e-111,0.496338398977727,0.726,0.458,2.16700444967631e-106,"9","PSMB5"
1.30986236036742e-110,0.26876167405603,0.296,0.107,3.18741906771807e-106,"9","TRIM8"
1.62893905408499e-110,0.279385219373095,0.27,0.094,3.96386029421041e-106,"9","MICALL2"
1.09860425991278e-109,0.255951964583159,0.295,0.105,2.67334360607177e-105,"9","SFXN3"
1.14250610086854e-109,0.281512480720373,0.435,0.188,2.78017434585351e-105,"9","PRCP"
5.91975128684185e-109,0.33941243697816,0.483,0.221,1.4405122781401e-104,"9","TMEM109"
6.93955457000823e-108,0.985667117393516,0.894,0.797,1.6886712090658e-103,"9","IER3"
8.34401139989971e-108,0.397913484867373,0.546,0.278,2.0304317340516e-103,"9","PTOV1"
1.50891811829825e-107,0.294621798484532,0.304,0.113,3.67180134906697e-103,"9","SUSD6"
2.2606953060558e-107,0.522238353457328,0.973,0.931,5.50117595775618e-103,"9","SEC61G"
3.22573385986584e-107,0.452596378574833,0.611,0.334,7.84950077459753e-103,"9","NME3"
6.24589906045408e-107,0.318735889022341,0.566,0.279,1.5198770773709e-102,"9","OAZ2"
9.88568689143366e-106,0.263636254656981,0.318,0.12,2.40558304816147e-101,"9","PDE4DIP"
1.01644097365525e-105,0.833716635793284,0.313,0.132,2.47340746529268e-101,"9","BMP4"
1.11342099235875e-105,0.381995506525589,0.492,0.238,2.70939864280579e-101,"9","CDIPT"
5.23515697145199e-105,0.311928325839655,0.368,0.153,1.27392309743313e-100,"9","UBE2Q2"
9.4026701739402e-105,0.476552871228799,0.747,0.487,2.28804576012661e-100,"9","MTCH1"
1.36260548948438e-104,0.328689994506228,0.343,0.134,3.31576419811129e-100,"9","LBH"
1.69444718957412e-104,0.461524514452422,0.534,0.275,4.12326779110967e-100,"9","ADH5"
6.58068761701347e-104,0.45933638074447,0.635,0.36,1.60134452472406e-99,"9","RNASEH2C"
2.07176608449344e-103,0.590204736314814,0.583,0.323,5.04143559000634e-99,"9","SLC16A3"
3.3136047270529e-103,0.479944582543719,0.802,0.536,8.06332574281052e-99,"9","NENF"
3.40840022773824e-103,0.458239313352496,0.664,0.389,8.29400111417824e-99,"9","FAAP20"
3.82376034106878e-103,0.92997819066576,0.414,0.202,9.30473841395677e-99,"9","C8orf4"
6.58957802715588e-103,0.428732803749981,0.565,0.293,1.60350791712811e-98,"9","OAT"
7.04953638701333e-103,0.362233869250661,0.963,0.871,1.71543418441582e-98,"9","ATP6V0E1"
7.24778193157223e-103,0.500424079793453,0.761,0.512,1.76367525522879e-98,"9","ATRAID"
1.02521019747919e-102,0.402030066030728,0.553,0.291,2.49474649454586e-98,"9","ERLEC1"
1.3922120495235e-102,0.295861804775666,0.287,0.107,3.38780880131049e-98,"9","DUSP14"
1.97751085308897e-102,0.695310183743745,0.613,0.356,4.81207490990669e-98,"9","ID1"
2.34478381382959e-102,0.539878791531433,0.263,0.097,5.70579693257292e-98,"9","HILPDA"
2.69358280913708e-102,0.411030088296276,0.662,0.37,6.55456440775418e-98,"9","CD81"
4.79776355220822e-102,0.459982311974829,0.763,0.51,1.16748778279435e-97,"9","KDELR1"
8.72159284780153e-102,0.298919342443074,0.626,0.317,2.12231240358402e-97,"9","GNAI2"
8.97652775650581e-102,0.410346732127724,0.345,0.146,2.18434826426812e-97,"9","ENC1"
1.4133968726492e-101,0.374546574806023,0.485,0.238,3.43935994990457e-97,"9","HEXA"
1.55384679568908e-101,0.301803954440962,0.361,0.152,3.78113079262981e-97,"9","MAN1B1"
5.59572130116849e-101,0.318862348875252,0.403,0.177,1.36166282142634e-96,"9","BCAP29"
7.06943856574567e-101,0.496013394025408,0.641,0.382,1.72027718058855e-96,"9","SLC38A2"
8.59604419574334e-101,0.448344249195098,0.427,0.202,2.09176139459218e-96,"9","UGDH"
1.51751125325924e-100,0.389863551728087,0.979,0.888,3.69271188368105e-96,"9","SKP1"
3.46555044559111e-100,0.339822402419086,0.336,0.134,8.4330704543014e-96,"9","GBP1"
2.22755698765007e-99,0.434223071085333,0.617,0.35,5.42053717374768e-95,"9","LRP10"
2.76023322666194e-99,0.37209017208598,0.482,0.232,6.71675153375917e-95,"9","COPS8"
3.67508374842578e-99,0.251765865609797,0.279,0.101,8.94294879341928e-95,"9","ADAM19"
5.11848164774022e-99,0.961378166808092,0.548,0.306,1.24553132416111e-94,"9","MT1X"
5.23751757265867e-99,0.345009060801263,0.473,0.222,1.27449752613076e-94,"9","OSBPL8"
7.06625980559511e-99,0.332324038371734,0.447,0.207,1.71950366109351e-94,"9","CHD9"
1.59056491646142e-98,0.356464701014431,0.639,0.352,3.87048066771721e-94,"9","LIMS1"
3.43098952137194e-98,0.308277484166793,0.288,0.111,8.34896990130647e-94,"9","NT5DC2"
7.49752023184665e-98,0.464808361792978,0.75,0.458,1.82444657321756e-93,"9","WSB1"
7.85550555326109e-98,0.425684888212898,0.681,0.414,1.91155872133055e-93,"9","SURF4"
9.28162638529365e-98,0.316839260068228,0.355,0.15,2.25859096459736e-93,"9","PAPSS1"
1.54013450478527e-97,0.385070345723758,0.53,0.276,3.74776330394446e-93,"9","JOSD2"
2.23860302009038e-97,0.330664577459415,0.439,0.205,5.44741658908794e-93,"9","CREB3"
2.7099798888766e-97,0.409796410940155,0.913,0.81,6.59446506159232e-93,"9","NDUFA11"
3.01345237666843e-97,0.486940850774363,0.802,0.525,7.33293501338495e-93,"9","NUCKS1"
3.0287545901929e-97,0.267112745850176,0.31,0.122,7.37017141977539e-93,"9","TCAF1"
3.42031226921484e-97,0.366708122118851,0.489,0.24,8.3229878759074e-93,"9","BAG3"
4.81156374933103e-97,0.302720209096631,0.625,0.315,1.17084592276221e-92,"9","GYPC"
7.20687826778349e-97,0.368697611248623,0.486,0.241,1.75372175768244e-92,"9","UBXN6"
4.08931505762331e-96,0.462931238774705,0.471,0.244,9.95093926122055e-92,"9","PDLIM5"
5.26780127219856e-96,0.263291150431532,0.32,0.128,1.2818667615768e-91,"9","ZBTB20"
6.48170581374185e-96,0.372939440712104,0.429,0.203,1.57725829271594e-91,"9","CCPG1"
1.1097111125421e-95,0.479410063268319,0.77,0.508,2.70037102125995e-91,"9","DYNLT1"
3.48457549165233e-95,0.407453691374177,0.407,0.194,8.47936600138679e-91,"9","WARS"
1.24821979501495e-94,0.261425407340945,0.344,0.142,3.03741804918938e-90,"9","HOOK3"
1.5914906575037e-94,0.421185466642388,0.849,0.646,3.87273336596951e-90,"9","PGAM1"
1.78952623002053e-94,0.367504491491623,1,0.986,4.35463312813195e-90,"9","UBB"
2.96849294416737e-94,0.47621374214068,0.629,0.378,7.22353073033688e-90,"9","OS9"
4.19979073639369e-94,0.48414163363296,0.925,0.799,1.02197707779404e-89,"9","PDIA3"
7.30373650127716e-94,0.454156539606964,0.828,0.655,1.77729124022078e-89,"9","SSR3"
8.95465584066541e-94,0.342228885941206,0.268,0.102,2.17902595226752e-89,"9","HOMER1"
9.11887898996661e-94,0.281726314114308,0.492,0.232,2.21898801341847e-89,"9","GABARAPL1"
1.52633705941916e-93,0.291711618050468,0.401,0.181,3.71418860039058e-89,"9","ACTR1A"
1.70908043306265e-93,0.434692809669134,0.905,0.788,4.15887632581464e-89,"9","MYDGF"
2.69189983243859e-93,0.447195454418442,0.61,0.355,6.55046905225607e-89,"9","ARL2"
5.7270136196656e-93,0.412578279066527,0.614,0.356,1.39361149420943e-88,"9","YIPF3"
5.9122609239421e-93,0.315900884239763,0.437,0.206,1.43868957323207e-88,"9","STX8"
2.21907620474032e-92,0.27782730550189,0.322,0.132,5.39990003661508e-88,"9","GAA"
4.2819173342235e-92,0.360009804559703,0.499,0.253,1.04196176410995e-87,"9","ARMCX3"
5.03933878625885e-92,0.33187549287893,0.992,0.934,1.22627270024823e-87,"9","SUMO2"
5.82343642543734e-92,0.445393407812253,0.744,0.487,1.41707501976592e-87,"9","GSTO1"
9.29453443747592e-92,0.251837508165465,0.263,0.1,2.26173201001539e-87,"9","ZNF358"
1.03312981272053e-91,0.544237964835792,0.51,0.267,2.51401808627414e-87,"9","B4GALT1"
2.24854754328672e-91,0.335574234606769,0.592,0.319,5.4716155918339e-87,"9","PRNP"
4.22504671841054e-90,0.308376025403667,0.391,0.18,1.02812286845802e-85,"9","TMEM9"
8.59873393070009e-90,0.351511643369852,0.48,0.241,2.09241591469656e-85,"9","CDC42EP1"
2.49641989351974e-89,0.369655771785912,0.625,0.346,6.07478816889095e-85,"9","PRKAR1A"
5.72084678201857e-89,0.564173864406669,0.553,0.322,1.3921108559364e-84,"9","XIST"
6.45992406110383e-89,0.482212209215985,0.942,0.889,1.57195792102901e-84,"9","RPS27L"
9.29447488612358e-89,0.290387993475642,0.31,0.13,2.26171751878931e-84,"9","MUM1"
1.29476420544499e-88,0.262035310839907,0.333,0.139,3.15067921752985e-84,"9","PMM1"
1.35682975496521e-88,0.372976397612607,0.479,0.246,3.30170952573234e-84,"9","LIMA1"
3.81458081044288e-88,0.259658391230569,0.336,0.143,9.2824009441317e-84,"9","KLC1"
4.64903006181473e-88,0.308998207176216,0.491,0.245,1.131294975242e-83,"9","NRBP1"
7.2222529648228e-88,0.328864216817179,0.555,0.291,1.75746303645998e-83,"9","OPTN"
7.6825155280635e-88,0.27670740208902,0.322,0.135,1.86946332859897e-83,"9","ODF3B"
8.16013841595649e-88,0.431819514113176,0.67,0.413,1.98568808213885e-83,"9","TMEM165"
1.91227978927399e-87,0.428598416236056,0.961,0.839,4.65334163921934e-83,"9","BSG"
2.38430574394956e-87,0.398121794360351,0.989,0.929,5.80196959732685e-83,"9","CALM2"
3.478402493792e-87,0.306310746932259,0.361,0.163,8.46434462839345e-83,"9","GOLGA2"
3.81945268739953e-87,0.392547085358451,0.55,0.302,9.29425616951802e-83,"9","IAH1"
3.77049000914292e-86,0.477964908467978,0.57,0.325,9.17511038824839e-82,"9","MIR4435-2HG"
9.59120252319513e-86,0.412626438000627,0.544,0.304,2.3339232219943e-81,"9","AKR7A2"
1.20012753717482e-85,0.72081896871271,0.72,0.518,2.9203903489612e-81,"9","ATF3"
1.97587456894444e-85,0.414532164001346,0.805,0.572,4.80809317606941e-81,"9","VAPA"
2.20133943178412e-85,0.292329802406794,0.393,0.182,5.35673937330347e-81,"9","SPNS1"
4.48565843607408e-85,0.301241973216129,0.552,0.274,1.09154012383427e-80,"9","SLC2A3"
5.62844864009151e-85,0.262435784330154,0.331,0.143,1.36962669207987e-80,"9","PURA"
1.56134854673956e-84,0.412956917348164,0.699,0.442,3.79938555363605e-80,"9","ATP6AP2"
2.57952862760804e-84,0.383184196992239,0.721,0.446,6.27702496242141e-80,"9","MRPS21"
6.3052562003932e-84,0.260118768957462,0.346,0.151,1.53432104380368e-79,"9","C5orf24"
9.24245108765806e-84,0.257766658349628,0.335,0.146,2.24905804767071e-79,"9","MPV17"
1.4028737258492e-83,0.305285462044092,0.418,0.2,3.41375292448145e-79,"9","SEC22B"
1.43892784480678e-83,0.295289931206793,0.413,0.196,3.50148701755281e-79,"9","GOLT1B"
1.5775489012833e-83,0.416135957685915,0.802,0.58,3.83880749638278e-79,"9","SEC62"
1.80745745236122e-83,0.295290600795466,0.39,0.182,4.3982669645758e-79,"9","FAM127B"
3.12404114074758e-83,0.314194424007419,0.44,0.216,7.60204171189515e-79,"9","BORCS7"
7.17912385157663e-83,0.271849361930194,0.359,0.162,1.74696799804266e-78,"9","AZI2"
8.28915943046637e-83,0.386567771564308,0.559,0.319,2.01708405580969e-78,"9","DCTN2"
1.1318283057958e-82,0.323332467239225,0.461,0.236,2.7541909993235e-78,"9","GOLM1"
1.55860907652682e-82,0.391164102398047,0.602,0.356,3.79271932682037e-78,"9","TFG"
2.25254481138385e-82,0.25070162203508,0.303,0.127,5.48134254402146e-78,"9","AP2A1"
6.25933888871171e-82,0.259959687709067,0.34,0.15,1.52314752517911e-77,"9","RING1"
6.51692528552965e-82,0.26086360608756,0.358,0.159,1.58582859898079e-77,"9","ASAP1"
6.76626485563825e-82,0.365716774693408,0.468,0.247,1.64650288997101e-77,"9","CETN2"
6.88630807939974e-82,0.382916715368635,0.543,0.302,1.67571420804113e-77,"9","DGCR6L"
1.09058766892991e-81,0.466812242822918,0.511,0.286,2.65383603357403e-77,"9","KLF10"
1.13799189299702e-81,0.401799765443982,0.545,0.311,2.76918947241894e-77,"9","LAMP2"
1.34111177850364e-81,0.425957191972567,0.821,0.606,3.26346140181075e-77,"9","EIF4A1"
1.572763476917e-81,0.271435447781997,0.325,0.143,3.82716264472984e-77,"9","MAGEF1"
1.63030515530577e-81,0.255301373107751,0.371,0.167,3.96718456492107e-77,"9","C19orf66"
2.02068688744566e-81,0.410676113103812,0.707,0.469,4.91713947191027e-77,"9","SDF4"
2.3923583934256e-81,0.31990230848274,0.447,0.225,5.82156491456186e-77,"9","TRIP6"
2.6946976016578e-81,0.270381630450224,0.433,0.208,6.55727714387409e-77,"9","YIPF5"
8.80557682082668e-81,0.309558137486925,0.419,0.206,2.14274906357996e-76,"9","SLC35B2"
9.49696787994915e-81,0.291589003088599,0.426,0.211,2.31099216390683e-76,"9","ACTR10"
1.16542255100758e-80,0.356247080341636,0.922,0.798,2.83593923562185e-76,"9","NEDD8"
1.95874913843061e-80,0.26310892066265,0.328,0.144,4.76642015345705e-76,"9","FAM234A"
2.97259272241606e-80,0.290261707040649,0.468,0.238,7.23350713072724e-76,"9","H1F0"
8.30510105932068e-80,0.325680065690662,0.447,0.228,2.02096329177509e-75,"9","YIPF2"
9.87563677896479e-80,0.358116720992812,0.543,0.304,2.40313745379329e-75,"9","SMIM7"
1.91902602257516e-79,0.400773503352938,0.656,0.409,4.66975792333439e-75,"9","CNIH1"
2.44185750050321e-79,0.385887178773586,0.767,0.519,5.94201604172451e-75,"9","SEPT7"
3.05914240062934e-79,0.299358009941174,0.451,0.227,7.44411711769143e-75,"9","TMED7"
3.49775292233141e-79,0.354440923869474,0.504,0.274,8.51143196120124e-75,"9","IFT20"
4.18691220167134e-79,0.297739787626588,0.375,0.178,1.0188432151547e-74,"9","NT5C3B"
1.22811100607633e-78,0.408530732964562,0.759,0.537,2.98848532218615e-74,"9","RAB2A"
1.32407368898278e-78,0.383602170129701,0.624,0.377,3.22200091477071e-74,"9","AHNAK"
2.03093739834911e-78,0.291472959686372,0.363,0.168,4.94208306514273e-74,"9","CBX1"
6.57396720539949e-78,0.258558314492413,0.287,0.121,1.59970917976191e-73,"9","PGM3"
1.68605119642723e-77,0.384456403579845,0.534,0.303,4.10283698138603e-73,"9","PTS"
2.61452750937222e-77,0.337826346512439,0.473,0.249,6.36219124130635e-73,"9","GANAB"
7.10134980993845e-77,0.300111047007186,0.399,0.195,1.72804246275042e-72,"9","CFAP36"
9.06683744865827e-77,0.339335347408452,0.443,0.231,2.2063242247565e-72,"9","MVB12A"
1.70824854694196e-76,0.334470264542193,0.464,0.244,4.15685201412857e-72,"9","WDR45"
3.15345974817985e-76,0.300430523095184,0.447,0.223,7.67362895122085e-72,"9","ODF2L"
9.96285131259491e-76,0.377744981040407,0.554,0.323,2.42436023840685e-71,"9","SEC13"
1.2828495647009e-75,0.318993296719099,0.43,0.22,3.12168613074316e-71,"9","PTEN"
1.38030943962711e-75,0.41809897468154,0.591,0.363,3.35884499038861e-71,"9","SRM"
1.64773259839686e-75,0.390503250452118,0.367,0.182,4.00959250493892e-71,"9","OAF"
1.14237933429773e-74,0.292919887633514,0.443,0.225,2.7798658720801e-70,"9","RRAGA"
1.25514544610619e-74,0.586251946598452,0.678,0.449,3.05427092855479e-70,"9","LINC00152"
1.30038031787537e-74,0.375271827661187,0.759,0.522,3.16434546551793e-70,"9","LAMTOR1"
1.83357145323234e-74,0.25421145556524,0.293,0.127,4.46181277429557e-70,"9","C11orf24"
6.94132012394464e-74,0.296703721329419,0.359,0.173,1.68910083896069e-69,"9","SNHG18"
1.16019605302692e-73,0.262451024532953,0.351,0.163,2.8232210754357e-69,"9","NTAN1"
4.29773599826433e-73,0.342655793236596,0.596,0.351,1.04581107781764e-68,"9","POLR2G"
5.23561938710772e-72,0.358295221593673,0.518,0.295,1.27403562165879e-67,"9","DYNC1I2"
6.38342057404192e-72,0.353832976371588,0.809,0.572,1.55334156248736e-67,"9","GABARAPL2"
1.04241748978197e-71,0.294712271571225,0.349,0.167,2.53661871963544e-67,"9","PHACTR2"
1.2384753302814e-71,0.289541835118881,0.411,0.207,3.01370586870676e-67,"9","HBP1"
1.6033669842723e-71,0.251708025191377,0.333,0.153,3.90163321952822e-67,"9","ZNF32"
3.27435423551159e-71,0.374758994865719,0.849,0.657,7.9678135966939e-67,"9","MGST3"
4.26197841724785e-71,0.389970076678232,0.501,0.287,1.03710982805309e-66,"9","DAP"
7.45738252946806e-71,0.381709478224058,0.865,0.689,1.81467946472076e-66,"9","PRDX6"
8.28900111926557e-71,0.272697253477853,0.335,0.157,2.01704553236208e-66,"9","IMPAD1"
8.4108319967909e-71,0.328339844902994,0.533,0.298,2.0466918580991e-66,"9","C11orf73"
8.63126840285613e-71,0.325970938211442,0.468,0.254,2.10033285315101e-66,"9","RSU1"
9.77277739694029e-71,0.359721431061195,0.685,0.452,2.37810765177145e-66,"9","AP3S1"
1.07723078843389e-70,0.313702735555095,0.707,0.438,2.62133340057503e-66,"9","S100A16"
1.5570945814589e-70,0.34276610526784,0.983,0.936,3.78903395452209e-66,"9","DYNLL1"
2.12876908120351e-70,0.38056922208933,0.566,0.343,5.18014668220061e-66,"9","ISOC2"
3.78876484725493e-70,0.280350882735376,0.342,0.164,9.21958037931015e-66,"9","SPATS2"
6.50422062553263e-70,0.391947526901024,0.524,0.304,1.58273704701711e-65,"9","EMP2"
8.23845809219469e-70,0.343125249846831,0.52,0.293,2.00474639215466e-65,"9","GPAA1"
1.02141294417542e-69,0.377174708503472,0.866,0.765,2.48550625835648e-65,"9","DNAJB1"
1.5907153423227e-69,0.276711456988219,0.406,0.204,3.87084671400806e-65,"9","B3GAT3"
2.14753027802174e-69,0.354627460915593,0.534,0.317,5.22580017853809e-65,"9","SEC61A1"
2.29597548197354e-69,0.30291307290701,0.519,0.288,5.58702673783442e-65,"9","SNX17"
3.70015136825772e-69,0.362890521371966,0.963,0.898,9.00394833951833e-65,"9","CCNI"
5.75953808261385e-69,0.525168906022397,0.935,0.895,1.40152599702325e-64,"9","NFKBIA"
9.77138454743171e-69,0.426952726620237,0.912,0.759,2.37776871577203e-64,"9","TUBA1B"
2.83420342302056e-68,0.311680894206024,0.525,0.293,6.89675060957823e-64,"9","SHISA5"
4.18990865651384e-68,0.381449372161838,0.782,0.583,1.01957237247608e-63,"9","TMED10"
4.93730665771451e-68,0.35471226904404,0.935,0.874,1.20144420208825e-63,"9","TMEM258"
9.24278784986814e-68,0.28471674323662,0.416,0.218,2.24913999538691e-63,"9","DST"
9.87318330249052e-68,0.275230873324022,0.407,0.21,2.40254042482804e-63,"9","CCS"
1.17300228471636e-67,0.464972213156701,0.994,0.968,2.8543837596288e-63,"9","NDUFA4"
1.25111979233982e-67,0.291219481289687,0.461,0.247,3.04447490267972e-63,"9","VPS25"
1.26706782504855e-67,0.300563374220199,0.952,0.871,3.08328284547314e-63,"9","RHOA"
2.49956786609702e-67,0.374980086364754,0.629,0.399,6.0824484453605e-63,"9","CAMLG"
2.87531634679227e-67,0.268393017102754,0.375,0.187,6.9967947982843e-63,"9","DESI2"
6.29350741705087e-67,0.362812195169798,0.728,0.505,1.53146209486516e-62,"9","RWDD1"
1.03715169172085e-66,0.269860197918597,0.985,0.959,2.52380492663351e-62,"9","EDF1"
1.43515867769549e-66,0.276160243782926,0.41,0.212,3.4923151263042e-62,"9","AC013461.1"
2.42763162409785e-66,0.315774414967401,0.506,0.285,5.90739879407971e-62,"9","HES4"
1.16933628243196e-65,0.351647865309183,0.587,0.362,2.84546290966994e-61,"9","PSMC3"
7.03206149280431e-65,0.267593970836131,0.432,0.226,1.711181843659e-60,"9","COMMD1"
7.28596163680871e-65,0.317905822981132,0.454,0.251,1.77296590470103e-60,"9","WDR13"
1.11984255907132e-64,0.481807455137434,0.284,0.133,2.72502488324414e-60,"9","GADD45G"
1.34064695117926e-64,0.255417786826395,0.385,0.195,3.2623302909996e-60,"9","AIDA"
1.87035973114338e-64,0.328788329457284,0.503,0.287,4.5513333697643e-60,"9","PLEC"
2.09140233735132e-64,0.348642379535169,0.518,0.302,5.08921844771071e-60,"9","ATP2A2"
2.2110556719093e-64,0.387466016937435,0.901,0.768,5.38038287202408e-60,"9","DNAJA1"
2.35882111873999e-64,0.262946986880882,0.416,0.217,5.7399553103419e-60,"9","UROS"
2.81252493180847e-64,0.325737200442261,0.594,0.366,6.84399816906274e-60,"9","EMC7"
