"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.35335527563931e-20,0.324066933661741,0.764,0.595,5.72665472774069e-16,"15","C6orf48"
2.39328563255822e-20,0.31275019350777,0.364,0.217,5.82382125826716e-16,"15","LRRFIP2"
2.4630887049122e-20,0.26856371927297,0.293,0.157,5.99368005453334e-16,"15","WIPI1"
2.82785435070563e-20,0.326776298899684,0.468,0.305,6.88130077700707e-16,"15","C11orf73"
3.51826179320823e-20,0.297951587373924,0.408,0.25,8.56133824759292e-16,"15","SLC39A7"
3.63207362608934e-20,0.340482627070961,0.639,0.48,8.83828796172579e-16,"15","RAB5C"
3.66672281429858e-20,0.316880922307777,0.733,0.574,8.92260329631416e-16,"15","GNB2"
3.77078252358612e-20,0.340533998424062,0.67,0.529,9.17582219289447e-16,"15","REEP5"
3.79657115067882e-20,0.256944224364949,0.383,0.222,9.23857623806184e-16,"15","BORCS7"
3.82593243126321e-20,0.256521063768962,0.279,0.148,9.3100239782359e-16,"15","PURA"
3.98241927128579e-20,0.291481683299915,0.74,0.604,9.69081905474684e-16,"15","DRAP1"
4.35755621666535e-20,0.251817434544559,0.94,0.877,1.06036772976335e-15,"15","ATP6V1G1"
4.52040198051918e-20,0.385437032533551,0.665,0.524,1.09999461793954e-15,"15","C19orf70"
5.1756448400704e-20,0.251350368797468,0.284,0.151,1.25944141538273e-15,"15","PPIL4"
6.21387899582124e-20,0.273518151546379,0.287,0.155,1.51208531484314e-15,"15","KNOP1"
6.25054073578189e-20,0.413617211917053,0.582,0.431,1.52100658264517e-15,"15","NFE2L2"
6.45253636465618e-20,0.481456104586389,0.733,0.675,1.57016019897544e-15,"15","AP2S1"
6.6725546184274e-20,0.325376039955426,0.412,0.253,1.62369944084812e-15,"15","CETN2"
7.04098542067481e-20,0.372391047786148,0.485,0.337,1.71335339226701e-15,"15","ATG101"
8.07236688610805e-20,0.348895350016556,0.537,0.383,1.96432975806553e-15,"15","SAR1A"
1.00635477996397e-19,0.336351934988273,0.32,0.178,2.44886372156433e-15,"15","SLC25A25"
1.42093878038882e-19,0.340985631189852,0.5,0.339,3.45771242819816e-15,"15","CHMP3"
1.49977743343624e-19,0.308904714568452,0.995,0.989,3.64955840652375e-15,"15","HLA-C"
1.66002090635652e-19,0.35183664238844,0.491,0.325,4.03949487352796e-15,"15","RND3"
1.82786333584383e-19,0.330126262820484,0.818,0.684,4.44792264144237e-15,"15","NDUFB10"
2.06929966100423e-19,0.313762455346216,0.599,0.425,5.0354337950877e-15,"15","RSRC2"
2.12812685293134e-19,0.263058945047329,0.311,0.174,5.17858388392313e-15,"15","TMEM120A"
2.39696858271908e-19,0.267819330036733,0.386,0.23,5.83278334918862e-15,"15","OSBPL8"
2.60920053080427e-19,0.276301079263936,0.903,0.822,6.34922857165911e-15,"15","EIF4G2"
2.67399138242138e-19,0.283490383336528,0.483,0.314,6.50689062998419e-15,"15","UBE2V2"
2.74871726023385e-19,0.279209734937416,1,0.99,6.68872858105306e-15,"15","EEF2"
2.79330917283532e-19,0.267836057492161,0.519,0.344,6.79723854117746e-15,"15","FOXP1"
3.17285770544327e-19,0.397149107338447,0.541,0.381,7.72083194042566e-15,"15","MRPL32"
4.29758615127985e-19,0.279895104768338,0.374,0.218,1.04577461405244e-14,"15","MYL6B"
4.82455651824972e-19,0.314373292722004,0.736,0.589,1.17400758315089e-14,"15","PSMB6"
4.92459898049485e-19,0.293911820983203,0.454,0.295,1.19835191591362e-14,"15","ATP6V1E1"
4.99173072966997e-19,0.300331826031295,0.384,0.236,1.21468775575789e-14,"15","ZBTB38"
7.47535707031079e-19,0.329102908714881,0.401,0.245,1.81905338948943e-14,"15","EPB41L2"
7.81314300926044e-19,0.329414866328937,0.381,0.233,1.90125021987344e-14,"15","GOLIM4"
9.36269013140984e-19,0.287429505533909,0.474,0.312,2.27831701657727e-14,"15","SRSF4"
1.07432529049852e-18,0.395206249114821,0.721,0.6,2.6142631618991e-14,"15","CSDE1"
1.20042221093231e-18,0.319073993427949,0.466,0.313,2.92110740808269e-14,"15","PSMD2"
1.27284117454205e-18,0.253247960998445,0.41,0.254,3.09733171413062e-14,"15","SZRD1"
1.28092164782176e-18,0.318757370790093,0.587,0.433,3.11699473780947e-14,"15","MAF1"
1.68575081946743e-18,0.255514272414592,0.289,0.16,4.10210604409203e-14,"15","LYRM5"
1.82843130289997e-18,0.29581245686979,0.755,0.628,4.44930473247679e-14,"15","SRP9"
1.87338290359605e-18,0.276196847140066,0.417,0.259,4.55868995761062e-14,"15","HNRNPH2"
2.02827354416164e-18,0.285957375989161,0.366,0.218,4.93560084236294e-14,"15","SYNE2"
2.15674036942714e-18,0.294460015569933,0.918,0.835,5.24821201496401e-14,"15","TRMT112"
2.36906617464564e-18,0.293577001717625,0.884,0.779,5.76488562938269e-14,"15","FUS"
2.72542209862182e-18,0.319654105213083,0.536,0.385,6.63204213478634e-14,"15","OS9"
3.3160467218814e-18,0.304670209779311,0.714,0.567,8.0692680930262e-14,"15","NDUFS7"
3.48849313768833e-18,0.35474209363891,0.645,0.502,8.48889920125078e-14,"15","CSNK1A1"
3.5980875874733e-18,0.29224667723869,0.837,0.732,8.75558633535754e-14,"15","EIF3G"
4.0899068380782e-18,0.309022418461303,0.639,0.487,9.9523792997795e-14,"15","VPS29"
4.75320251806378e-18,0.392553013582488,0.446,0.298,1.15664430074564e-13,"15","HEXIM1"
5.86220615474922e-18,0.323093162217634,0.544,0.387,1.42650924569667e-13,"15","NDUFS4"
6.91897792120914e-18,0.253733520963094,0.384,0.236,1.68366408734703e-13,"15","PICALM"
6.93767299012383e-18,0.375299643275425,0.883,0.865,1.68821334541673e-13,"15","P4HB"
8.22864570711423e-18,0.269160965140643,0.41,0.259,2.00235864636918e-13,"15","ANAPC13"
8.58335419817204e-18,0.280035362611467,0.549,0.396,2.08867341058318e-13,"15","SH3GLB1"
8.67668536680675e-18,0.309520452120059,0.573,0.415,2.11138461715875e-13,"15","XRCC5"
1.0766701000351e-17,0.307071901060293,0.386,0.242,2.61996902142541e-13,"15","AHCYL1"
1.16711438175862e-17,0.325912198943418,0.491,0.332,2.84005613657142e-13,"15","SAT2"
1.18588932163068e-17,0.251542181844816,0.412,0.257,2.8857430752561e-13,"15","HNMT"
1.36688396789067e-17,0.368295770846178,0.653,0.52,3.32617544746515e-13,"15","HNRNPM"
1.44799548663003e-17,0.323962910161243,0.633,0.48,3.5235522171655e-13,"15","PYURF"
1.50156528133933e-17,0.313168195480405,0.638,0.489,3.65390895561113e-13,"15","TCF25"
1.6121062180747e-17,0.262532607876078,0.434,0.276,3.92289927106298e-13,"15","RAB18"
1.90557276788302e-17,0.288453707932058,0.476,0.316,4.63702077336655e-13,"15","RBBP7"
2.84021784228522e-17,0.368906475549298,0.461,0.322,6.91138609741685e-13,"15","MFSD10"
3.08252526564856e-17,0.342315831691558,0.646,0.508,7.50101698142921e-13,"15","CAPZA2"
3.36826844125991e-17,0.278053691009279,0.379,0.237,8.19634442496186e-13,"15","MANBAL"
6.59217927536351e-17,0.363378946309441,0.709,0.65,1.60414090486696e-12,"15","OSTC"
6.61137640225818e-17,0.258643727793836,0.425,0.275,1.6088123337255e-12,"15","GLG1"
6.78551448219765e-17,0.283689812062957,0.514,0.352,1.65118709409798e-12,"15","ATP6V0D1"
7.28508027964202e-17,0.308929657298043,0.662,0.521,1.77275143524809e-12,"15","LAMP1"
1.21737104601416e-16,0.335405274437209,0.588,0.445,2.96235070337087e-12,"15","SDHC"
1.25873644493918e-16,0.264969238940641,0.685,0.544,3.06300926511499e-12,"15","CALM3"
1.46432713974983e-16,0.254168422844425,0.276,0.154,3.56329366186724e-12,"15","CDS2"
2.00491184317911e-16,0.346843912560224,0.52,0.369,4.87875247919205e-12,"15","UGP2"
2.42480139068307e-16,0.303489253413836,0.355,0.224,5.90051170408819e-12,"15","CKAP4"
2.81646574043787e-16,0.343348491413398,0.447,0.297,6.85358773278151e-12,"15","ERRFI1"
2.91692605832897e-16,0.295121579266372,0.423,0.283,7.09804787033772e-12,"15","JOSD2"
3.08348392303626e-16,0.311444111171531,0.624,0.487,7.50334977831644e-12,"15","XRCC6"
3.18248574946598e-16,0.349845049362775,0.653,0.5,7.74426082275051e-12,"15","MRPL33"
3.40642755262279e-16,0.269826995578278,0.687,0.55,8.2892008065523e-12,"15","PSMA2"
4.23189972439808e-16,0.278306703249601,0.594,0.425,1.02979047893503e-11,"15","N4BP2L2"
5.09621496374327e-16,0.383522298910609,0.332,0.206,1.24011294927729e-11,"15","MTRNR2L8"
5.63267661217565e-16,0.289529478969814,0.403,0.26,1.37065552680682e-11,"15","ALKBH5"
6.1338669870862e-16,0.299662581242859,0.367,0.228,1.49261519263756e-11,"15","FAM46A"
6.48853310137977e-16,0.270725387762199,0.653,0.505,1.57891964488975e-11,"15","CCDC85B"
6.57544334632558e-16,0.285147366334732,0.915,0.909,1.60006838389487e-11,"15","CALR"
6.91943109214821e-16,0.285104457285076,0.619,0.464,1.68377436196334e-11,"15","MLF2"
7.16332282139418e-16,0.26959477446578,0.389,0.249,1.74312297535806e-11,"15","VAMP3"
8.03613000044049e-16,0.648056419989318,0.503,0.358,1.95551187430719e-11,"15","MYC"
8.7748730917412e-16,0.264382123016201,0.519,0.358,2.1352776181443e-11,"15","POLR2G"
1.04695984483481e-15,0.296560766306833,0.651,0.491,2.54767208642104e-11,"15","NDUFA12"
1.22858802619682e-15,0.2910154636454,0.711,0.572,2.98964610294733e-11,"15","PSMA4"
1.2727692060593e-15,0.251271087114243,0.923,0.852,3.09715658602471e-11,"15","PCBP2"
1.35147883454119e-15,0.285418999054673,0.446,0.314,3.28868859597253e-11,"15","SEC63"
1.77349430240999e-15,0.344577549538698,0.573,0.441,4.31562103548448e-11,"15","VASP"
1.95831385278274e-15,0.4081659052437,0.524,0.385,4.76536092936152e-11,"15","CSRNP1"
2.27565903596388e-15,0.39980159750288,0.918,0.823,5.53758869811450e-11,"15","DUSP1"
2.55713735962285e-15,0.291452713626577,0.56,0.414,6.22253805090624e-11,"15","UBE2A"
2.94080843758948e-15,0.270903467118938,0.854,0.748,7.15616325203023e-11,"15","MINOS1"
3.0485656988108e-15,0.331476305127433,0.692,0.566,7.4183797714862e-11,"15","BANF1"
3.16029294332295e-15,0.25227802398636,0.376,0.241,7.69025684828207e-11,"15","SREK1IP1"
4.02492342546715e-15,0.324295076821,0.503,0.364,9.79424866353176e-11,"15","YIPF3"
4.10379803190871e-15,0.264158420031117,0.459,0.316,9.98618213084665e-11,"15","UBE2E3"
4.37129699662374e-15,0.252253820391099,0.793,0.684,1.06371141115842e-10,"15","SUMO1"
4.92414770682676e-15,0.292956298318484,0.527,0.387,1.19824210297922e-10,"15","LINC01420"
5.32407985255767e-15,0.289583594448899,0.57,0.439,1.29556159132138e-10,"15","NDUFAF3"
5.48751976008504e-15,0.259602998956642,0.966,0.905,1.33533305841909e-10,"15","POMP"
7.90432066470558e-15,0.299294632839713,0.497,0.358,1.92343739054946e-10,"15","LRP10"
9.40495391562189e-15,0.298921317660435,0.575,0.434,2.28860148582743e-10,"15","NDUFA5"
1.64433876266014e-14,0.260040405985667,0.395,0.26,4.0013339450572e-10,"15","SREK1"
1.7293208862564e-14,0.275243629865638,0.706,0.582,4.20812944461632e-10,"15","ANXA11"
1.72985293381592e-14,0.251956954152025,0.449,0.308,4.20942412914766e-10,"15","ATP2A2"
1.92596985654775e-14,0.261778880560355,0.371,0.243,4.68665504892329e-10,"15","TIMMDC1"
2.04748036657082e-14,0.326596147046032,0.389,0.253,4.98233872401342e-10,"15","KCNQ1OT1"
2.2570900703672e-14,0.255979352110286,0.563,0.416,5.49240297723155e-10,"15","NDUFV1"
2.5226207775217e-14,0.2711557572229,0.77,0.677,6.1385454000213e-10,"15","WDR83OS"
3.81561271840981e-14,0.271506323428365,0.41,0.28,9.28491198897843e-10,"15","TMEM14A"
4.0347370219543e-14,0.297107898410248,0.456,0.326,9.81812906922358e-10,"15","SSRP1"
4.68639856753762e-14,0.305629770180548,0.366,0.242,1.1403882274246e-09,"15","ARIH1"
4.69526875244099e-14,0.253084115358891,0.412,0.279,1.14254669821899e-09,"15","SPAG7"
5.00653014054124e-14,0.265813864175497,0.634,0.526,1.2182890443993e-09,"15","HSPA1B"
7.7891820537888e-14,0.27226992100012,0.527,0.382,1.89541956096897e-09,"15","GNB1"
9.63936103191557e-14,0.251058540299712,0.44,0.299,2.34564211350633e-09,"15","GPAA1"
9.79394800416572e-14,0.259208863285923,0.379,0.248,2.38325930733369e-09,"15","MYLIP"
1.08776929705857e-13,0.280072889754077,0.429,0.299,2.64697780746232e-09,"15","ERLEC1"
1.20932887939378e-13,0.269865049087675,0.73,0.62,2.94278089511682e-09,"15","MYEOV2"
1.22902477490868e-13,0.277692264614941,0.527,0.41,2.99070888726278e-09,"15","PPP2R1A"
1.29469958857835e-13,0.270066734921601,0.406,0.278,3.15052197884655e-09,"15","FAM204A"
1.34026847338167e-13,0.271773606476204,0.42,0.296,3.26140930312695e-09,"15","RALBP1"
1.35275802882899e-13,0.27481262316492,0.509,0.375,3.29180138735247e-09,"15","HADHA"
1.45502527929598e-13,0.253104522756342,0.536,0.391,3.54065851463883e-09,"15","EI24"
1.4989527010105e-13,0.330467685248861,0.333,0.213,3.64755150263896e-09,"15","GLA"
1.61223924976362e-13,0.299589967388732,0.665,0.565,3.9232229903748e-09,"15","TMEM219"
1.65242071072392e-13,0.254941251517444,0.791,0.655,4.02100055747558e-09,"15","DYNLRB1"
1.79304970718379e-13,0.291933475449992,0.514,0.387,4.36320715746103e-09,"15","VCP"
2.71191029838422e-13,0.280311958744365,0.75,0.664,6.59916252008815e-09,"15","TMED9"
3.21336748889729e-13,0.29521197179803,0.519,0.396,7.81940844748267e-09,"15","TXNL1"
3.29464800315417e-13,0.268491542530304,0.73,0.638,8.01719645087535e-09,"15","PSMD8"
5.52110661264823e-13,0.250970607291425,0.304,0.198,1.34350608312182e-08,"15","AIG1"
9.23347824237508e-13,0.250007423100052,0.497,0.361,2.24687459549955e-08,"15","IDH3G"
1.02217184675467e-12,0.250116486458084,0.413,0.286,2.48735297189281e-08,"15","RSF1"
1.41339145334835e-12,0.29022660270099,0.43,0.307,3.43934676257789e-08,"15","LASP1"
1.42628448055114e-12,0.291446266500596,0.898,0.82,3.47072065497314e-08,"15","CNBP"
1.4546352900422e-12,0.327945196807985,0.526,0.384,3.53970951478868e-08,"15","TNFRSF12A"
1.67441860542705e-12,0.381392902788268,0.43,0.295,4.07453023444619e-08,"15","KLF2"
2.02939565484201e-12,0.263462411976771,0.641,0.518,4.93833138649256e-08,"15","NDUFB5"
2.15888149143833e-12,0.290315734725091,0.451,0.319,5.25342222126604e-08,"15","PCSK7"
2.22559499480401e-12,0.262960458010782,0.473,0.34,5.41576286035609e-08,"15","CCDC124"
2.60263011737858e-12,0.252226269018863,0.653,0.538,6.33324012762903e-08,"15","ALKBH7"
3.27626308784786e-12,0.308447201339696,0.452,0.334,7.97245859796899e-08,"15","LUC7L3"
3.48129834235157e-12,0.267438184906999,0.626,0.513,8.47139138627832e-08,"15","SRSF11"
4.14320785733597e-12,0.285778856062012,0.532,0.417,1.00820820000413e-07,"15","HDLBP"
5.10408923565002e-12,0.293410367160689,0.526,0.396,1.24202907460308e-07,"15","NR4A2"
5.31401217320372e-12,0.27511252173677,0.5,0.375,1.29311172222739e-07,"15","ANXA7"
5.46179926880210e-12,0.522152923235727,0.529,0.411,1.3290742340703e-07,"15","EIF4A3"
6.08473076572023e-12,0.356106415908397,0.359,0.246,1.48065838453036e-07,"15","MTRNR2L12"
6.11423146363712e-12,0.27895028544763,0.675,0.585,1.48783708436146e-07,"15","ARHGDIA"
7.19536714166842e-12,0.261676683888853,0.522,0.402,1.75092064025359e-07,"15","SYPL1"
1.01494294516753e-11,0.279118485861829,0.917,0.842,2.46976216277067e-07,"15","SRSF3"
1.05247664160846e-11,0.281973539995265,0.471,0.35,2.56109665969003e-07,"15","RBBP6"
1.48101455033689e-11,0.262040347506101,0.519,0.4,3.60390080678978e-07,"15","SNF8"
2.06930912990208e-11,0.257206189551214,0.437,0.318,5.03545683670372e-07,"15","FKBP3"
2.88001469409187e-11,0.276874427061438,0.52,0.402,7.00822775660315e-07,"15","DDX17"
3.2850403956062e-11,0.251253529855214,0.571,0.458,7.99381729866814e-07,"15","OCIAD1"
3.70487071790368e-11,0.270100721739172,0.566,0.445,9.01543240494681e-07,"15","PSMA3"
5.76574888585561e-11,0.286648304605648,0.543,0.435,1.4030373338841e-06,"15","NDUFB6"
9.71942556637354e-11,0.25328598413991,0.405,0.294,2.36512501732134e-06,"15","ARL1"
9.86581922186442e-11,0.253479089942415,0.474,0.363,2.40074844944849e-06,"15","TFG"
1.38489756709167e-10,0.941814637592332,0.609,0.565,3.37000973976088e-06,"15","BTG2"
1.607049854206e-10,0.325156834497873,0.587,0.489,3.91059511522487e-06,"15","VMP1"
3.14498750688537e-10,0.258206499371536,0.611,0.512,7.65301259925486e-06,"15","RAD23A"
3.5409147603961e-10,0.296220203642163,0.48,0.361,8.61646197794786e-06,"15","BHLHE40"
6.27739748041383e-10,0.279108654964781,0.259,0.173,1.5275419028839e-05,"15","NFIB"
9.20454640606479e-10,0.302553048622365,0.638,0.554,2.23983432245181e-05,"15","BRD2"
1.01795429726655e-09,0.280330432984596,0.566,0.455,2.47708998696842e-05,"15","PNISR"
1.29776990175998e-09,0.252209574288995,0.895,0.813,3.15799327894274e-05,"15","PEBP1"
1.5501872467867e-09,0.306423637357271,0.531,0.412,3.77222564633076e-05,"15","MIDN"
2.15536067563306e-09,0.326328906545623,0.643,0.54,5.24485466808548e-05,"15","PPP1CB"
1.20628441104585e-08,0.756327097619634,0.412,0.314,0.000293537248583897,"15","MT1X"
9.08301645478245e-08,0.278510472167492,0.786,0.734,0.00221026122410676,"15","CCNL1"
1.08946591621643e-05,0.325180054972047,0.383,0.314,0.265110636052107,"15","CCND1"
0.00111616877386091,0.490032958228928,0.607,0.57,1,"15","CXCL2"
0,2.54885996872255,0.308,0.02,0,"16","REG3A"
0,2.52528474865708,0.909,0.144,0,"16","HSPA6"
0,2.03718814802602,0.282,0.02,0,"16","REG1B"
0,1.39637985563611,0.558,0.057,0,"16","SMOC2"
0,1.09974055844001,0.578,0.086,0,"16","MAOA"
0,1.00775815143582,0.649,0.088,0,"16","CA12"
0,0.695481770884403,0.318,0.012,0,"16","FSIP1"
0,0.640852311021793,0.316,0.027,0,"16","MT1A"
0,0.462419622390367,0.26,0.003,0,"16","BARX1"
0,0.446940885748976,0.26,0.016,0,"16","RP11-297L17.2"
3.89623725804681e-306,1.28561587684366,0.785,0.173,9.48110374373111e-302,"16","DNAJA4"
3.94549607207878e-295,1.78749450174027,0.562,0.095,9.60097014179651e-291,"16","TOX3"
2.21800787282465e-271,1.37243022468295,0.755,0.169,5.39730035773151e-267,"16","SELENBP1"
1.11581471378646e-269,3.27527703681267,0.625,0.119,2.71522352452798e-265,"16","REG1A"
4.36229907015937e-268,2.16394469753964,0.998,0.522,1.06152185573258e-263,"16","HSPA1B"
2.36582602250254e-263,1.42489125238945,0.41,0.055,5.75700104315767e-259,"16","HOXB8"
4.1581206115687e-263,1.99122032347814,0.83,0.242,1.01183706961913e-258,"16","BAG3"
4.02536827349335e-252,0.599137420140989,0.381,0.047,9.79533115671872e-248,"16","GMPR"
2.74592334751953e-251,1.04551471651578,0.779,0.184,6.68192987385402e-247,"16","CDX2"
3.45060062425975e-246,0.548002059678614,0.377,0.046,8.39669155907366e-242,"16","LGR5"
1.79494822264512e-245,1.10233452243599,0.456,0.07,4.36782700498463e-241,"16","RGMB"
6.51539689427011e-241,1.00793867869152,0.517,0.088,1.58545668025169e-236,"16","RASD1"
9.01386932301387e-241,0.710943077984934,0.46,0.069,2.1934349610622e-236,"16","PGF"
2.02102201886844e-234,1.12043683082719,0.465,0.074,4.91795498071446e-230,"16","NKD1"
8.9352410260377e-233,1.85264004656232,0.501,0.087,2.17430155127601e-228,"16","CRYAB"
3.02237880077114e-230,1.64287366434636,0.546,0.103,7.35465657379648e-226,"16","PCK1"
1.7993792963956e-222,1.71306352966174,0.972,0.478,4.37860957984906e-218,"16","HSPH1"
1.48455838083121e-221,1.93688341043237,0.856,0.276,3.61252436391466e-217,"16","PIGR"
1.07076677224102e-219,1.15830202007074,0.505,0.092,2.60560386357131e-215,"16","PCCA"
3.99537488663437e-213,0.621183084306976,0.304,0.035,9.72234524913608e-209,"16","HOXB-AS3"
7.16972602551697e-212,1.06428940574715,0.363,0.051,1.7446811310493e-207,"16","RASL11A"
8.71422145859451e-212,0.875651643193515,0.625,0.134,2.12051864973439e-207,"16","DNAJB4"
4.20492229966366e-211,0.971317311958254,0.456,0.079,1.02322579240016e-206,"16","AP003774.1"
8.75008331217802e-208,1.24884650162822,0.935,0.347,2.1292452731854e-203,"16","SMIM22"
3.17703984795889e-207,0.974528285929942,0.645,0.157,7.73100876602317e-203,"16","TRABD2A"
2.24469842203573e-201,1.39199216035297,0.58,0.13,5.46224914018175e-197,"16","ZG16B"
1.63992779597199e-193,2.35839324738804,0.998,0.839,3.99060029871824e-189,"16","HSPB1"
4.00900115336862e-190,1.12434315109812,0.509,0.108,9.75550340660721e-186,"16","FAM3B"
1.15842635163212e-185,0.688888416770613,0.511,0.105,2.8189146840616e-181,"16","ALDH1B1"
4.06267568944568e-182,1.70915061129992,0.813,0.293,9.88611502269713e-178,"16","ZFAND2A"
1.26043381870383e-181,1.22252602520279,0.558,0.138,3.06713965443391e-177,"16","C2orf82"
4.09815389644364e-181,1.47977336864201,0.996,0.767,9.97244769160596e-177,"16","DNAJB1"
3.57990495862067e-177,1.02838471105246,0.787,0.226,8.71134072630755e-173,"16","DPEP1"
4.89762476935283e-177,0.423864271711254,0.345,0.051,1.19178801137432e-172,"16","IL17RB"
1.34860486841923e-174,0.354314073277345,0.294,0.039,3.28169508681136e-170,"16","HSPA4L"
9.058956374966e-173,1.47119437179892,0.915,0.433,2.20440644428423e-168,"16","MRPL18"
3.16224685233268e-172,0.947991451524537,0.84,0.277,7.69501149046635e-168,"16","PPP1R1B"
2.54544203833499e-171,0.67602801167463,0.296,0.04,6.19407865608437e-167,"16","L1TD1"
5.04850184840679e-171,1.00095716617361,0.761,0.234,1.22850243979131e-166,"16","FAM84A"
5.11621680628668e-170,0.680782286237212,0.619,0.154,1.2449801976418e-165,"16","PRR15L"
2.10485619054701e-167,0.511760787695827,0.507,0.109,5.1219570540771e-163,"16","CLU"
1.43014378774736e-166,0.894236686353096,0.722,0.21,3.48011189310444e-162,"16","PDZK1IP1"
2.1979427034732e-165,1.0519198540216,0.377,0.066,5.34847377463168e-161,"16","HMGCS2"
6.79708014400637e-165,0.970978272262652,0.791,0.255,1.65400148224251e-160,"16","SERPINH1"
2.93099124456919e-164,1.11510143005552,0.588,0.156,7.13227409453466e-160,"16","BNIP3"
9.5642161193562e-164,1.0987455568379,0.708,0.216,2.32735635048414e-159,"16","ASCL2"
1.00706030543205e-161,0.736388972345562,0.446,0.092,2.45058054723835e-157,"16","SPAG1"
3.35063975849459e-161,0.590788614216164,0.416,0.079,8.15344678832073e-157,"16","KIAA1324"
4.883328493054e-160,1.07516664489605,0.491,0.117,1.18830915549976e-155,"16","HOXB9"
6.86915391709803e-160,0.532175017783524,0.361,0.062,1.67153991418663e-155,"16","SNTB1"
1.24436117894553e-159,1.097576462481,0.852,0.352,3.02802849284606e-155,"16","FKBP4"
2.04661687916196e-158,1.48895914889329,0.994,0.908,4.98023751375272e-154,"16","PRDX5"
5.31447560589152e-158,0.710624078085308,0.623,0.166,1.29322449393764e-153,"16","EPHB2"
1.0451518570557e-156,1.01480060924355,1,0.965,2.54327252895933e-152,"16","HSP90AA1"
8.41448696566454e-156,0.470175870595425,0.404,0.076,2.04758125822481e-151,"16","CRAT"
8.97852574186315e-155,0.438020801188993,0.343,0.056,2.18483445402498e-150,"16","USPL1"
6.72217691062191e-153,1.33042467583494,0.996,0.671,1.63577452943073e-148,"16","EPCAM"
1.34007359743776e-152,0.47737982207941,0.367,0.065,3.26093509200504e-148,"16","MAP2K6"
1.80937108256374e-152,1.52414543320647,0.318,0.052,4.4029235923106e-148,"16","SLC26A3"
6.6882466290568e-152,0.544522947563341,0.517,0.118,1.62751793471468e-147,"16","NDRG2"
4.91054601125353e-151,0.563268079669455,0.385,0.072,1.19493226637843e-146,"16","ATHL1"
4.37039604971005e-150,0.492592538020662,0.408,0.079,1.06349217473644e-145,"16","ENGASE"
1.70043867576101e-149,0.409167259178261,0.318,0.051,4.13784747359684e-145,"16","GRHL1"
7.01019694327173e-148,0.329266680839436,0.28,0.04,1.70586132417574e-143,"16","PRUNE2"
1.28978584223936e-147,1.0248601388953,0.74,0.266,3.13856486850526e-143,"16","SLC39A4"
3.11440190572606e-147,0.381163516453822,0.3,0.046,7.57858559739379e-143,"16","SAMD5"
1.72718295372135e-146,1.48372262295307,0.986,0.761,4.20292699958554e-142,"16","IFI27"
7.36452458771745e-146,0.656751292407668,0.456,0.101,1.79208341317516e-141,"16","LRIF1"
3.19392740360826e-145,1.0400954384768,0.856,0.334,7.77210294394035e-141,"16","SLC12A2"
6.94836060362888e-145,1.24137072745837,0.99,0.999,1.69081406928705e-140,"16","MT-ND1"
1.36646280736191e-144,0.479364503644536,0.302,0.047,3.32515059543446e-140,"16","SNX20"
3.73433812040027e-144,0.538554595138052,0.387,0.076,9.08713838218201e-140,"16","HOXB6"
1.33666467849865e-143,0.6674696258824,0.629,0.178,3.25263982865862e-139,"16","TMPRSS2"
6.14952650828812e-143,0.645564564415331,0.503,0.123,1.49642578052683e-138,"16","TRPM4"
4.56452138045963e-142,1.06152818576873,0.998,0.828,1.11073063272105e-137,"16","HSPD1"
7.10882949844838e-142,0.882356804659527,0.848,0.319,1.72986257015243e-137,"16","RAB25"
1.92404534541243e-141,0.948962264720592,0.976,0.517,4.68197194352661e-137,"16","CACYBP"
1.99109635110214e-140,2.14804738321982,0.781,0.308,4.84513386077195e-136,"16","LCN2"
2.59144711774358e-140,0.744304744243573,0.68,0.212,6.30602741631722e-136,"16","TRIM2"
4.40621332872423e-140,0.40111585860311,0.363,0.067,1.07220795141175e-135,"16","SHMT1"
1.84204027532748e-139,1.11487435353631,0.998,0.902,4.48242080598189e-135,"16","HSPE1"
1.9133179306338e-137,0.898971778770996,0.996,0.932,4.65586785240429e-133,"16","COX5B"
1.94515839517394e-137,1.11954304685186,0.892,0.442,4.73334843881628e-133,"16","TMEM141"
1.34810464389783e-136,1.23973617085889,0.761,0.263,3.28047784046097e-132,"16","SPINK1"
2.86095823668441e-136,0.878912148733533,0.742,0.265,6.96185577314785e-132,"16","QTRT1"
2.47703742555816e-133,0.616774057587811,0.56,0.152,6.02762287135322e-129,"16","TMEM97"
3.8855474085206e-132,0.587066582082562,0.521,0.135,9.45509106389404e-128,"16","KCNQ1"
4.51941619870353e-132,1.34727638110734,0.961,0.705,1.09975473779252e-127,"16","RHOB"
8.38559368659263e-129,0.893140470878369,0.901,0.423,2.04055036769545e-124,"16","APP"
1.23183217224041e-128,0.534483406735512,0.456,0.109,2.99754040792982e-124,"16","DEGS2"
6.75007476004577e-128,0.89755655940006,0.994,0.908,1.64256319210954e-123,"16","UQCRQ"
2.19741203100341e-127,0.530833390438305,0.398,0.086,5.34718243624371e-123,"16","EGLN3"
7.23909295978785e-127,0.85764736911369,0.706,0.242,1.76156088083478e-122,"16","MTRNR2L12"
8.5770780751564e-127,0.87391799983,0.884,0.404,2.08714617880856e-122,"16","CYB5A"
4.98331601232158e-126,0.463374554114231,0.357,0.071,1.21264011843833e-121,"16","ARG2"
